filename,pt_nose_dx,pt_nose_dy,pt_nose_dz,sym_f1_dx,sym_f1_dy,sym_f1_dz,sym_f2_dx,sym_f2_dy,sym_f2_dz,sym_f3_dx,sym_f3_dy,sym_f3_dz,sym_l1_dx,sym_l1_dy,sym_l1_dz,sym_s1_dx,sym_s1_dy,sym_s1_dz,sym_m1_dx,sym_m1_dy,sym_m1_dz,sym_h1_dx,sym_h1_dy,sym_h1_dz,Cd,Cl,CmPitch,L_D_Ratio
tablon_079,-0.025559,-0.008196,-0.009448,0.003143,-0.017499,0.027192,0.031497,0.004604,0.024406,-0.022468,-0.01962,-0.034687,-0.00836,-0.008247,0.014621,0.003834,-0.010854,-0.027183,0.007992,-0.030603,0.015902,0.022368,-0.017253,-0.021841,0.2111412,-0.2293186,0.02683032,-1.086091203422165
tablon_080,-0.034187,-0.013454,-0.019069,-0.003535,0.001718,0.02116,0.012217,0.005015,0.027304,0.000363,0.005489,-0.023926,-0.026311,0.020922,-0.032649,-0.022921,0.036142,-0.010472,-0.008685,-0.008976,0.035142,-0.012355,-0.032357,-0.028704,0.1733772,0.1040272,0.07370546,0.6000050756385499
tablon_081,-0.00865,0.019588,0.027522,-0.032747,-0.014784,-0.033822,-0.019691,5.4e-05,0.01576,-0.007238,0.023377,-0.012705,-0.016071,0.038128,0.038647,0.034314,-0.012663,0.008986,-0.036744,-0.01505,0.014298,-0.010908,0.037919,0.002381,0.2325945,-0.3351053,0.008660653,-1.4407275322503326
tablon_082,-0.023247,0.018474,-0.004659,-0.028217,-0.035349,-0.029221,0.031059,0.017564,0.030758,-0.035542,-0.004025,-0.024163,0.024885,0.031957,-0.01049,-0.005442,-0.003085,-0.023591,-0.026855,0.013424,0.008013,0.027034,0.009929,0.018609,0.2397899,-0.2756514,-0.03735059,-1.1495538385895319
tablon_083,0.034034,-0.019167,0.024136,0.001085,-0.005553,0.009007,-0.020442,-0.023675,0.039137,-0.012059,0.017594,0.015757,0.008603,-0.001291,0.016403,0.01961,0.012391,0.033898,-0.039416,0.039566,-0.030014,0.003165,-0.004447,-0.009298,0.2055423,-0.1607306,-0.1605728,-0.7819830759897111
tablon_084,-0.004632,-0.005081,-0.029567,0.02264,-0.035796,-0.036375,-0.024587,-0.009989,0.003008,0.009334,0.030216,-0.000676,-0.001684,-0.039321,-0.028096,-0.020983,0.034615,-0.024154,-0.001858,0.015112,-0.026006,0.010876,0.02379,-0.012194,0.2726282,1.502298,0.7646835,5.5104277547223655
tablon_085,-0.028004,0.005782,-0.034829,-0.000836,0.032465,-0.003766,0.008848,0.016285,0.035,-0.02018,-0.01553,0.014149,-0.039882,0.026983,-0.001757,-0.010938,0.039677,-0.012682,-0.016822,-0.032887,0.008789,0.035172,0.031437,-0.007498,0.1825381,0.02160689,0.07722668,0.11836920620955296
tablon_086,0.011141,0.009698,-0.027118,0.002362,-0.032015,-0.023449,0.034099,0.025143,-0.01639,0.013193,-0.003122,0.018138,0.031987,0.006442,0.013932,0.026939,0.024972,0.006087,0.004333,-0.0087,-0.039412,-0.010759,-0.036762,-0.009804,0.1920158,0.529213,0.3009728,2.756090905019275
tablon_087,0.01915,0.015473,0.020049,0.013132,-0.00314,-0.027148,-0.020073,-0.039312,0.031186,0.013359,-0.027056,-0.01713,-0.03404,-0.016301,0.019508,0.030157,0.004863,-0.02372,0.019227,-0.017326,0.004995,0.008912,0.018586,0.031718,0.2217832,-0.5156488,-0.07767421,-2.325012895476303
tablon_088,0.030807,-0.038056,-0.011611,-0.039945,0.014762,-0.014233,0.010697,-0.00182,-0.036064,0.002844,-0.022289,-0.017716,-0.016526,-0.035873,0.002392,0.036329,0.034336,-0.031207,-0.01129,-0.022905,0.006687,0.021919,0.004202,0.009244,0.2510129,-0.6300728,-0.1136582,-2.5101211929745446
tablon_089,0.004388,0.037039,0.026467,-0.029701,-0.025935,0.027351,-0.008474,0.00745,-0.004475,0.013797,-0.035362,0.024164,0.016091,0.00551,0.015214,0.006579,-0.036993,0.021696,0.009444,-0.023536,0.012062,-0.024766,-0.035012,-0.010399,0.1631521,-0.2616771,-0.1126619,-1.6038843508603322
tablon_090,-0.010995,-0.003329,0.019599,-0.017583,0.034679,0.015103,0.022655,0.025389,0.017152,-0.014165,-0.014287,0.030995,-0.013979,0.01561,-0.02706,-0.031837,0.027133,-0.029768,-0.038733,-0.002262,-0.003321,-0.026608,-0.010942,-0.022647,0.1665532,-0.2148396,-0.1341763,-1.289915774659388
tablon_091,0.021992,0.023054,-0.037415,0.007615,0.004317,-0.032246,0.013801,-0.005624,0.000851,0.030224,-0.018933,0.030403,0.021784,-0.012154,-7.3e-05,0.018612,0.030576,-0.007453,0.001235,-0.012693,0.018309,0.010151,0.034742,0.013238,0.2329556,0.08353822,0.1510013,0.358601467404089
tablon_092,0.017904,0.003296,-0.010185,0.014645,0.022615,0.02595,0.03285,0.022877,-0.002586,0.0255,0.023638,-0.008384,-0.022304,-0.007496,0.029184,-0.023276,0.024339,-0.001632,-0.022105,-0.026834,-0.031196,0.023056,-0.018475,0.031554,0.1956492,-0.4086501,-0.1113057,-2.0886878147214505
tablon_093,-0.008842,-0.009093,-0.030545,0.021297,-0.027168,0.02239,-0.013447,0.033452,-0.015937,-0.013471,-0.022758,0.031633,0.006766,0.011485,0.034366,-0.020161,-0.027214,0.026498,-0.01772,0.028216,-0.00909,0.030682,-0.033028,-0.013597,0.1743737,-0.02642143,0.03065691,-0.15152187514516238
tablon_094,0.00575,-0.011761,-0.039824,-0.028999,-0.034738,-0.016338,0.032623,0.020051,-0.009252,0.034435,-0.008977,-0.024696,0.016988,-0.032618,-0.008352,0.007556,0.001782,0.019735,0.039929,0.034322,0.03455,-0.004503,0.032954,0.017362,0.2790613,-0.07817228,0.05151112,-0.28012583615141184
tablon_095,0.032806,-0.008669,-0.0241,-0.024399,0.024041,0.039016,-0.018079,-0.001192,0.001331,0.01044,-0.001739,0.009963,0.009914,-0.032047,0.03023,-0.003199,0.029042,-0.01308,0.013819,-0.000958,-0.036336,0.030852,0.012426,0.019971,0.1798913,-0.1066855,0.01110412,-0.5930553617656885
tablon_096,0.001668,-0.006153,-0.022144,0.008328,-0.029771,0.01821,0.020211,-0.024314,-0.030152,-0.01002,0.021677,-0.010085,0.003155,-0.00891,-0.036322,-0.01844,0.038426,0.038033,-0.036901,0.024183,0.01687,-0.017207,0.003918,0.035308,0.2452482,1.173294,0.546406,4.784108507218402
tablon_097,-0.015122,-0.002614,-0.006885,-0.020759,0.026242,-0.006148,-0.028644,0.023472,-0.030966,-0.020738,-0.012965,-0.032011,-0.000643,0.028258,0.026355,0.021612,0.039097,-0.01635,-0.020568,-0.006229,0.031007,0.039933,-0.019052,0.028735,0.4184734,-0.455336,-0.009374641,-1.088088275144848
tablon_098,-0.029279,0.031284,0.00659,-0.004706,-0.000307,-0.03579,0.035463,-0.024409,0.025851,0.027182,0.01045,-0.03126,0.013876,0.02508,-0.007797,-0.019637,-0.033344,0.011006,0.00366,0.003809,-0.013952,-0.030487,-0.00397,0.026738,0.2606001,1.062484,0.5559445,4.077066739421819
tablon_099,0.016161,-0.039,-0.026032,-0.025668,0.033097,0.009844,0.008572,-0.005036,0.029493,0.003917,0.015092,0.027127,-0.019183,-0.006889,-0.02354,-0.02959,-0.034215,0.010043,-0.029789,0.028599,0.014888,0.00342,-0.010125,0.015668,0.258795,0.9654944,0.4899717,3.7307305009756755
tablon_100,-0.021939,0.034966,0.016691,-0.005536,-0.022755,-0.037236,-0.016778,0.01511,0.009461,-0.022107,-0.000432,0.010507,0.002026,-0.019741,0.028304,-0.031005,0.004419,0.008353,0.027422,-0.019871,-0.013432,0.037248,-0.023886,-0.03327,0.2003861,-0.3785369,-0.09154315,-1.889037712695641
tablon_101,-0.024747,0.036572,-0.026492,-0.005753,0.001031,0.015572,-0.025137,-0.017355,-0.016498,0.037463,0.029318,-0.029981,-0.024057,0.019327,-0.027804,0.020576,0.006245,-0.000541,0.011173,-0.038985,0.001926,0.001446,-0.024996,-0.031247,0.1860981,0.2169495,0.105568,1.1657803061933465
tablon_102,0.016939,0.039017,0.002957,-0.024768,0.031388,-0.024155,-0.027754,0.017903,0.000757,0.037162,-0.030084,-0.018835,0.039437,0.014636,0.031752,-0.033967,0.03829,0.029632,-0.023493,-0.020334,-0.019977,0.006545,0.018998,0.018363,0.2537576,-0.5664568,-0.1833418,-2.232275210673493
tablon_103,0.02262,-0.005704,-0.007968,-0.026573,-0.038353,-0.024631,-0.026674,-0.035189,0.005841,-0.026604,0.007958,-0.001197,-0.005649,0.016003,0.017706,-0.011765,-0.019186,-0.026687,0.025127,-0.017651,-0.009419,0.006191,-0.003015,0.009106,0.2577976,-0.4455362,-0.08197421,-1.728240293936018
tablon_104,-0.037399,-0.02907,-0.005075,0.025119,-0.030486,-0.002316,0.006082,-0.025077,0.026419,-0.003316,-0.006873,0.003845,0.018827,-0.017824,-0.01008,0.015453,-0.016865,0.025813,-0.003193,-0.014543,0.035718,0.009926,0.033387,-0.036196,0.1746378,-0.1801003,-0.08944311,-1.0312790243578422
tablon_105,-0.039149,-0.016808,-0.030066,0.001664,-0.031724,-0.032951,-0.02925,-0.038329,-0.027428,0.022781,0.031933,-0.018699,0.0283,-0.004128,0.029636,-0.02788,-0.015387,0.000532,-0.027947,-0.035265,-0.023883,-0.0304,-0.003319,0.024556,0.354045,-0.4293186,-0.04687963,-1.212610261407448
tablon_106,-0.003108,-0.034206,-0.009078,0.026688,0.039454,0.032414,-0.023375,0.032944,-0.022473,0.01781,-0.026406,0.035075,0.018597,0.005184,-0.011268,-0.001573,-0.020851,0.039891,-0.03975,-0.010089,0.023779,-0.02084,0.012195,-0.014942,0.2355151,0.8414506,0.4191778,3.5728095565846947
tablon_107,-0.038529,-0.036703,-0.017672,-0.011811,0.025155,0.005398,-0.016282,0.032595,-0.023178,0.028021,0.00053,-0.033009,0.036371,-0.021469,-0.022442,0.000851,0.009154,0.011499,-0.003224,0.021881,0.030735,-0.034103,0.006316,0.037596,0.3226476,0.533335,0.316251,1.652995404273889
tablon_108,-0.010678,0.009355,0.012956,0.032784,0.035194,-0.020665,-0.035174,-0.025233,0.028114,0.005943,-0.025864,0.033154,-0.000875,0.014338,0.023829,-0.036385,-0.016675,0.013514,-0.006627,-0.001484,0.03901,-0.029292,6.4e-05,-0.038811,0.1840249,0.1828368,0.1806753,0.9935438084737446
tablon_109,-0.008258,0.01445,-0.01596,0.013759,0.010489,-0.036525,0.026193,-0.017738,0.007969,0.004449,0.011187,0.012061,0.008399,-0.020271,-0.037328,-0.00497,-0.039165,0.017622,0.001753,-0.005373,-0.006076,-0.016551,-0.024242,0.035913,0.2706843,1.131294,0.5068763,4.179385357776569
tablon_110,0.02577,0.018145,0.023306,0.009723,0.030711,-0.004875,-0.004385,-0.03542,-0.034888,-0.019756,-0.011335,0.03349,-0.023669,0.012269,0.011713,0.020069,0.018458,0.035444,0.013547,0.036433,0.003589,-0.02377,0.021765,0.029554,0.2505794,0.9235447,0.4755135,3.6856369677635112
tablon_111,0.014028,0.000508,0.013865,0.011555,0.037439,-0.011703,0.014584,-0.036243,-0.001817,0.011616,-0.008489,0.000695,0.029862,-0.007939,0.012473,0.000559,-0.032887,0.030757,-0.01381,-0.038067,0.010855,0.016037,-0.001924,-0.025699,0.1767603,-0.2244693,-0.07331599,-1.2699078922133533
tablon_112,0.010371,0.001879,0.005655,-0.036071,-0.002504,0.01186,0.029356,-0.020342,0.034697,0.005231,0.004987,-0.005291,0.008802,-0.019314,-0.030028,-0.036962,0.008665,-0.000159,0.007114,-0.004626,-0.029913,-0.018193,0.005266,0.016872,0.2918129,1.122326,0.5273173,3.8460465592850763
tablon_113,0.014773,-0.017212,-0.03914,0.016799,0.027664,-0.002488,-0.02745,0.022335,0.026847,-0.016419,0.027579,-0.013761,0.03569,0.022279,0.032372,-0.003362,-0.025831,0.033332,-0.000476,-0.022512,-0.020618,-0.013515,-0.029664,-0.006454,0.2132882,0.1371215,0.1164402,0.6428930433094752
tablon_114,0.021236,0.020541,0.015141,-0.008177,0.019127,0.016582,-0.007577,0.00117,0.014239,0.023942,-0.01328,-0.002043,-0.022758,0.011771,-0.002528,0.035784,0.010562,0.013605,-0.026712,0.038469,-0.008664,0.039174,-0.011835,0.023916,0.1821424,-0.2953105,-0.2131726,-1.621316618206414
tablon_115,0.001428,0.028112,0.034479,0.019114,-0.014023,-0.02214,-0.011508,0.009248,-0.00558,-0.015282,-0.002023,0.00898,-0.009647,1.3e-05,0.00806,0.002897,-0.011279,-0.037809,0.010748,-0.020834,-0.020009,-0.010224,-0.020641,0.020249,0.2089189,-0.3647521,-0.06088273,-1.7459028359808522
tablon_116,-0.022208,-0.011363,0.000544,-0.013106,-0.03367,0.034971,-0.006947,-0.02618,-0.01507,0.031744,-0.028688,-0.019294,-0.028926,-0.025162,0.005989,-0.025652,0.012678,0.020604,0.02332,0.016337,0.000999,-0.017055,0.019671,0.000819,0.1744041,-0.2933421,-0.1267607,-1.6819679124515994
tablon_117,0.036576,-0.024761,0.01465,0.022041,-0.029553,-0.009163,-0.037236,-0.021755,0.010514,-0.035033,-0.030536,0.017196,0.017875,0.006973,0.024531,0.038356,0.023202,0.027797,-0.016134,0.00979,-0.038217,-0.006743,0.005849,0.027691,0.2047985,0.1293852,0.04125404,0.6317682990842218
tablon_118,0.003996,-0.02553,0.004228,0.015477,0.02556,0.015971,-0.001835,-0.000678,-0.006914,0.016423,-0.014546,-0.021925,0.034307,0.002625,-0.01213,-0.038573,0.014452,0.019115,0.008125,-0.004347,-0.014063,-0.007808,0.024364,0.03111,0.3007935,0.9948909,0.4850066,3.307554518299099
tablon_119,0.020015,-0.014568,0.024961,0.034667,0.011336,0.017275,0.03758,-0.008124,0.03825,-0.03024,0.01916,-0.033889,0.033205,-0.008701,0.035344,-0.039166,0.035772,-0.025235,-0.002075,0.01154,0.021233,0.001726,-0.023307,-0.011808,0.3297777,-0.07850343,0.1112592,-0.23804954064510728
tablon_120,-0.02709,-0.025684,0.020868,0.016297,-0.026415,0.011294,0.011721,0.00856,-0.021142,0.002089,-0.004506,0.009258,0.014534,0.037445,0.008593,-0.021872,0.037358,0.020878,0.038338,-0.01388,0.027465,0.024646,-0.021934,-0.021563,0.2211752,-0.3385667,-0.09964993,-1.5307624905504778
tablon_121,-0.001047,-0.014824,0.017714,-0.022854,0.026841,-0.012756,-0.021508,0.029153,0.013838,0.00107,-0.002589,-0.034057,-0.028762,-0.017571,0.033767,0.039521,0.027337,-0.007633,-0.018269,0.017875,0.038492,0.028797,0.032026,-0.027343,0.2559532,-0.3421109,0.05166917,-1.3366150530643883
tablon_122,0.009773,-0.023186,-0.027423,-0.015298,0.037153,0.029381,-0.026053,-0.00035,0.025588,0.01011,-0.031183,-0.038181,0.00721,-0.016944,-0.026126,0.007977,-0.009186,0.012614,-0.01173,-0.026551,0.012673,-0.01941,-0.008248,0.008721,0.2019108,0.1480704,0.05228266,0.7333456159848804
tablon_123,-0.033601,0.011364,0.031897,-0.000616,0.034211,-0.009238,0.029762,-0.002794,0.009754,-0.021514,0.0351,0.01125,0.03909,-0.005981,-0.01701,0.006303,0.016855,0.007557,-0.03169,-0.009982,-0.027332,0.015784,-0.039954,0.025748,0.2791705,1.123663,0.5431683,4.0250062237951365
tablon_124,0.01741,0.000358,0.007215,-0.022275,-0.033329,0.034445,0.018682,0.018051,-0.03919,-0.008652,-0.038998,-0.008416,-0.034953,-0.010446,0.001077,-0.004513,-0.014109,0.036208,0.0219,-0.007256,0.022402,-0.001943,-0.001344,-0.005801,0.1893595,-0.4079258,-0.1983679,-2.1542399509926886
tablon_125,-2.5e-05,0.032567,0.012053,0.014346,0.010108,-0.013103,-0.030588,-0.03216,-0.012,0.008291,-0.039759,-0.014906,-0.011142,-0.018274,0.000348,0.02911,-0.010713,-0.031071,0.007285,0.03196,0.016769,0.005929,0.010504,-0.026262,0.2105657,-0.6180457,-0.1426294,-2.9351679784504316
tablon_126,-0.015815,-0.002344,-0.01558,0.029189,-0.027703,-0.030496,-0.022717,-0.02067,0.024243,0.036415,0.037854,0.002346,0.028546,-0.004474,0.018106,-0.011386,-0.024913,0.028792,0.031746,0.023274,0.031394,-0.038401,0.023425,-0.030054,0.2159402,-0.108203,0.04540267,-0.5010785393363533
tablon_127,0.039815,-0.028117,0.036832,-0.001566,0.039145,0.000425,-0.008248,-0.023551,0.033868,0.021295,0.030692,-0.001778,-0.018046,-0.006279,-0.034143,-0.038135,0.017999,0.023032,0.017544,-0.015806,-0.017346,-0.032192,0.017776,0.006044,0.2583279,0.9418047,0.4284938,3.64577229172691
tablon_128,-0.004054,-0.012208,-0.012904,-0.035729,-0.023828,0.03653,0.013181,0.01933,0.022848,0.033412,-0.027365,0.034412,0.035255,-0.002287,-0.016572,0.035305,-0.028093,0.000192,-0.013013,-0.036368,0.035513,-0.006954,0.017131,-0.017178,0.1679425,0.1172481,0.03850767,0.6981443053426024
tablon_129,-0.012649,-0.017606,0.028197,0.006894,-0.024033,0.037562,-0.022095,-0.019542,0.033208,0.01895,0.020797,0.010101,-6.5e-05,0.038981,-0.003035,0.010389,0.00699,-0.029585,-0.023735,0.015332,-0.003628,-0.019626,0.013364,-0.008224,0.1457355,0.2125139,0.123972,1.4582164263340094
tablon_130,0.005097,0.02392,0.035649,0.024026,-0.013507,0.026165,0.012742,0.025657,-0.020372,0.028895,0.028011,-0.03541,-0.02664,-0.033194,0.013041,-0.000568,0.016007,0.027248,0.020895,0.009337,-0.000885,-0.009218,-0.027864,0.013039,0.183606,-0.07881743,-0.0009569821,-0.429274805834232
tablon_131,-0.018117,0.001441,-0.005802,0.039321,-0.03514,-0.008277,-0.009904,-0.029018,0.031693,-0.027566,0.019622,-0.013343,-0.031318,-0.030627,0.038249,0.030794,0.026199,0.021377,-0.026165,0.030531,-0.015845,-0.032735,-0.017056,0.003611,0.1646851,0.08065902,0.1279543,0.4897772779686808
tablon_132,0.001182,0.000937,-0.014507,0.024457,-0.026094,0.004977,0.010818,0.008242,-0.009778,0.036186,0.026688,0.002938,-0.035886,-0.030938,0.001485,0.031824,-0.014595,0.033099,0.02027,0.03527,-0.002672,-0.021832,-0.038698,-0.038291,0.1624858,0.2038984,0.066166,1.2548690408638785
tablon_133,0.01079,0.005243,0.001698,-0.016077,0.014859,0.008349,-0.010409,0.014751,-0.0234,-0.030635,0.005615,0.007348,-0.006089,-0.029752,0.028714,-0.022137,0.013508,-0.015142,0.033389,0.0358,0.029087,0.008618,-0.029024,0.02172,0.3123942,-0.4294727,-0.05111572,-1.374778084868413
tablon_134,-0.039768,0.035999,-0.019572,-0.002665,-0.037018,0.007603,0.031915,0.005721,0.029004,0.002587,-0.03654,0.016654,-0.028389,0.03412,-0.005851,-0.012195,0.005287,0.034011,0.0112,0.023787,0.028754,-0.006165,0.011786,-0.010751,0.1978805,-0.2203793,-0.147805,-1.1136989243508078
tablon_135,0.024802,-0.015249,0.024758,-0.039352,0.036396,-0.010193,0.015739,-0.004516,0.002015,-0.038152,0.035715,0.014671,0.010753,-0.006553,-0.028723,0.032817,0.02184,-0.015522,0.032924,0.025347,0.026526,0.021114,0.0375,-0.006367,0.1971543,-0.04205754,-0.01015111,-0.21332296581915788
tablon_136,-0.026094,0.033747,-0.017405,-0.034384,0.029246,0.034163,-0.000118,0.022746,-0.014138,0.037919,-0.015134,0.012467,-0.036867,-0.002565,0.001759,0.034872,-0.016034,0.016534,-0.008984,0.019587,-0.010307,-0.037783,0.010157,-0.023733,0.1587374,-0.191291,-0.1531898,-1.2050783243268441
tablon_137,-0.00211,0.025695,-0.021192,-0.027893,0.012631,0.038411,-0.028928,0.026539,-0.008572,0.021932,-0.031823,0.019317,-0.033299,-0.000206,-0.029637,0.013578,-0.027738,0.014577,0.002995,-0.028154,0.016304,0.034474,-0.038328,0.036232,0.2634787,1.262029,0.6571435,4.789871059785858
tablon_138,-0.034856,0.0198,-0.020755,-0.005011,-0.037542,-0.015686,-0.025555,-0.033052,-0.029802,0.033678,-0.005319,-0.024918,-0.016899,-0.022412,0.006582,0.010475,0.031287,0.032499,0.006471,0.019766,0.017716,-2e-05,-0.037363,-0.004702,0.2222209,-0.4564348,-0.1350827,-2.0539688211144855
tablon_139,-0.034716,0.029914,0.021624,0.002406,-0.028167,0.000901,0.016704,-0.022387,-0.011702,-0.021014,0.008677,-9.7e-05,-0.034461,0.038548,0.022874,0.015602,0.020875,-0.020281,-0.034034,-0.018209,0.021865,0.009435,-0.033319,0.020401,0.2339345,-0.4579282,-0.03945329,-1.9575060540450426
tablon_140,0.023542,0.011036,-0.012023,-0.008782,-0.003444,0.036183,-0.000497,0.037584,0.012684,-0.003635,-0.037846,-0.009387,0.005505,0.008044,0.009389,0.037383,-0.022063,-0.039862,-0.008177,-0.006685,-0.031398,-0.027301,-0.030745,-0.011556,0.1538343,-0.3287264,-0.07899259,-2.1368862470853376
tablon_141,-0.001248,0.030885,0.013282,0.036664,-0.032411,-0.017308,-0.017025,-0.003688,-7.2e-05,-0.004087,-0.012466,0.017619,0.011289,0.027901,-0.037932,0.002708,0.005821,0.00091,-0.03519,-0.034313,0.028389,0.032044,0.031717,0.037612,0.2856501,1.409949,0.7183342,4.935930356754644
tablon_142,-0.036622,0.01175,-0.021861,-0.026073,0.036458,-0.031175,-0.001243,0.027642,-0.007726,-0.027634,0.033461,-0.030516,0.017578,-0.023166,0.004628,-0.0308,-0.009848,0.023447,-0.033546,-0.01118,0.017448,0.020772,-0.009506,0.005637,0.2720661,-0.2454493,-0.02059517,-0.9021678922879405
tablon_143,0.018687,-0.012703,0.032948,0.02034,0.000655,-0.003595,0.001001,0.002857,-0.028673,0.003443,-0.024981,-0.003826,-0.007978,-0.014808,-0.038604,-0.032665,-0.008623,-0.008165,0.026924,0.033794,0.025247,0.014189,-0.025393,0.027385,0.3320123,0.7013957,0.3747365,2.1125593840951074
tablon_144,-0.038017,-0.036201,0.026156,0.019275,0.038711,0.003192,-0.013968,0.010813,-0.038455,-0.015892,-0.036248,0.026681,-0.039415,-0.024683,-0.038871,0.01778,-0.039625,-0.02142,0.006082,0.021073,-0.032643,0.011295,0.019433,0.011751,0.2730819,1.127339,0.56168,4.128208423919711
tablon_145,0.006517,-0.004754,0.00528,0.003357,0.035462,0.003202,0.023939,-0.026702,0.022608,0.007549,0.035535,0.002688,-0.006964,-0.012563,-0.011708,0.039796,-0.001759,-0.004842,0.000171,-0.024384,-0.033343,0.007106,0.020296,0.030533,0.2256629,1.257885,0.6447417,5.574177235159168
tablon_146,-0.032617,0.01685,0.008247,0.016999,-0.01786,0.016938,0.027381,-0.008545,0.032115,0.032508,0.009288,-0.006767,-0.033028,0.022461,0.034549,0.008901,-0.035966,0.029589,-0.028553,-0.012215,-0.004765,0.027935,-0.02312,0.032234,0.1535051,-0.05819537,-0.002271782,-0.3791103357478025
tablon_147,-0.017373,0.03064,-0.033297,-0.038009,0.026468,0.02531,-0.019063,-0.031555,0.013208,0.018172,-0.016046,0.02819,0.01327,0.012818,-0.003515,0.013648,-0.003497,-0.011282,0.024686,-0.038416,0.011628,0.033129,-0.03146,-0.028874,0.1648938,0.03294442,0.04141678,0.1997917447472252
tablon_148,-0.009492,0.025576,-0.032776,-0.032298,0.021288,-0.035443,0.030712,0.020686,0.018876,0.018763,0.002809,0.022465,0.020051,0.029317,0.039725,-0.028843,-0.019357,-0.037549,0.028694,-0.02182,0.003123,0.03162,0.021265,0.021332,0.4592906,0.1607063,0.216365,0.3499011301341678
tablon_149,0.016471,-0.034427,-0.0005,-0.01503,0.020631,-0.034387,-0.03476,0.021896,-0.036419,-0.023539,-0.005671,0.023301,0.012476,0.039509,-0.022316,-0.012632,0.024478,-0.006861,-0.035486,0.02896,0.018855,5.3e-05,0.011255,0.014169,0.3596321,1.49676,0.8143781,4.161919917604686
tablon_150,-0.028912,-0.015716,-0.014107,-0.010103,0.006179,-0.038885,-0.002791,0.027211,0.003766,0.010809,0.017767,-0.003225,0.000505,-0.037028,-0.024182,0.039136,-0.019943,0.011858,0.029433,-0.009466,0.029322,0.015241,-0.006228,-0.031679,0.2051227,1.091017,0.5848505,5.318850619653505
tablon_151,0.013279,-0.02087,0.039291,-0.007368,0.013416,-0.036907,-0.017922,-0.027348,0.019664,0.019812,0.001653,-0.019834,0.020867,-0.005117,-0.012576,0.016655,0.011716,-0.005957,-0.020373,-0.025832,0.039903,0.026798,-0.00787,0.015367,0.2192501,-0.3278361,-0.05483629,-1.4952608915571761
tablon_152,0.00821,-0.035948,-0.001921,0.005277,0.003216,0.008418,-0.032753,-0.03258,0.004888,-0.038884,0.015801,-0.025815,0.012254,0.027408,-0.008721,-0.008136,0.00943,-0.029055,-0.002545,-0.025087,0.018459,-0.025708,0.007687,0.000703,0.2557408,-0.4830196,-0.1112288,-1.8887076289743365
tablon_153,-0.005595,0.012745,-0.010495,0.030875,0.016659,0.023254,0.001292,0.037886,0.007295,0.015647,0.01205,0.005131,-0.036131,-0.039109,0.016335,0.014924,-0.006078,0.023782,-0.037736,-0.01846,-0.019493,-0.039319,0.039476,0.03908,0.1702842,-0.1114029,-0.0818572,-0.6542174787795931
tablon_154,0.004703,0.021219,0.008566,-0.010537,0.020199,-0.028681,-0.013151,-0.003363,0.014508,-0.027159,-0.037186,0.029198,-0.004202,0.00915,0.003007,0.008186,0.015291,-0.004219,0.030286,-0.02371,0.013173,-0.034916,-0.004271,-0.00047,0.1986196,-0.05905185,0.04342257,-0.2973112925411188
tablon_155,-0.006111,-0.037094,-0.038469,-0.021773,-0.01101,0.014525,-0.021191,0.021408,0.023255,0.039846,0.039679,0.007706,-0.012513,0.004196,-0.003819,-0.009766,-0.034623,0.00328,0.014129,0.011764,-0.037977,0.01371,-0.015561,0.010773,0.2290801,1.043417,0.5247056,4.554812923514526
tablon_156,-0.03535,0.03317,0.035328,0.010292,-0.025081,0.030338,0.036351,0.026246,0.017994,0.025035,0.015297,-0.027998,-0.010222,-0.035466,0.039491,-0.001817,-0.021764,0.003604,0.024366,-0.020405,0.019352,-0.020628,-0.026395,-0.025538,0.2179963,-0.2791713,0.00941409,-1.2806240289399407
tablon_157,-0.017821,-0.024817,-0.004017,0.004155,-0.019049,0.037916,0.027148,0.011204,0.027785,0.039196,0.038104,0.016227,0.023302,-0.038574,0.025163,0.028681,0.031626,-0.014478,0.008495,0.016404,-0.00719,-0.03883,0.016464,0.017877,0.1653024,-0.2516168,-0.03763759,-1.5221605977892638
tablon_158,0.012185,0.021128,0.011406,0.035476,-0.039259,-0.034844,-0.0385,-0.037933,0.035493,-0.032118,-0.023501,-0.036785,0.024421,0.007385,0.035969,0.014636,0.022124,0.016857,0.014454,-0.029764,0.031661,0.018999,0.005117,0.039978,0.3275795,-0.1127138,0.1012007,-0.3440807498637735
tablon_159,0.015821,0.013188,-0.034001,0.031976,0.038273,-0.012267,8.2e-05,-0.007883,-0.003738,-0.003121,0.025634,-0.037494,0.032471,0.028879,0.016903,-0.009506,-0.003806,0.01063,-0.009963,-0.028865,-0.01504,-0.024925,-0.027551,0.03718,0.2933744,-0.4654594,-0.09117367,-1.5865712891104338
tablon_160,0.03072,-0.024064,0.011793,0.038949,-0.021469,0.01106,-0.028156,0.006636,0.037485,0.026681,0.029818,-0.00741,0.010243,0.007666,-0.032281,-0.014495,0.027936,0.014045,0.023746,0.02202,0.00938,-0.035882,0.02512,0.033842,0.3047801,1.279633,0.6088129,4.198545114986182
tablon_161,-0.002487,0.024181,-0.009848,-0.006408,0.002519,-0.02812,0.021481,0.036745,-0.032715,0.039582,0.034091,0.035563,0.026988,0.009525,0.026457,0.031534,-0.020333,-0.005221,0.018119,0.038282,0.009075,-0.018911,0.039807,0.032429,0.293056,-0.802816,-0.2046395,-2.739462764795807
